intensity_train_loss_history,intensity_val_loss_history,perceptual_train_loss_history,perceptual_val_loss_history,reconstruction_train_loss_history,reconstruction_val_loss_history,total_train_loss_history,total_val_loss_history
0.21334186865389346,0.21545376337308456,3.6033407588005066,3.6342442741806615,0.2197292220145464,0.22626010270265492,4.036411844491958,4.075958138892734
0.21286312454193831,0.21597013486155656,3.5971863086223603,3.6439433186105803,0.21897895955294372,0.22269942846378551,4.0290283901691435,4.0826128791651985
0.21204783188800017,0.21411372556315483,3.5865622335275016,3.6426400631186833,0.21827754889428616,0.21997075131203292,4.01688761194547,4.076724537663241
0.21156888462230564,0.21694506168948136,3.578683417916298,3.6418492861476395,0.2175733685232699,0.22143343833589713,4.007825668096542,4.080227784031441
0.21116450707614423,0.21558705554924867,3.5708521955966948,3.645188436293959,0.21716462905704975,0.22136483715596095,3.9991813291072846,4.082140327174335
0.21052181409299373,0.21481944817307916,3.559384609413147,3.6464894893297672,0.21635113114714621,0.2212172880462984,3.986257553434372,4.082526224259859
0.2094764684021473,0.21454879357642223,3.544072140979767,3.641925731973578,0.21526101637780667,0.2212826277319513,3.9688096240520476,4.077757152803782
0.20883435638844966,0.21502173324262788,3.5338229033946993,3.637908430444619,0.21457276850640775,0.2208413098304968,3.9572300272464753,4.073771473472805
0.20789264453053474,0.21452906314007433,3.519646369600296,3.635148071718207,0.21375487439632415,0.2202591994916099,3.941293888759613,4.069936334128124
0.20722059153914452,0.21445443303806214,3.510301450109482,3.633236297255943,0.21308069997131823,0.22057970261663049,3.9306027431964874,4.06827043281022
0.2066308732688427,0.21471181561917657,3.5035543839931487,3.630476556951638,0.2124441431194544,0.22037551930841132,3.9226294014930727,4.065563891554651
0.20625297535657883,0.21424371787799906,3.4983569775104524,3.6284349485859893,0.21209646481871605,0.21982448616468503,3.916706418991089,4.062503152120398
0.2057178485095501,0.21436951206643007,3.4885838381290437,3.62602233605975,0.21150986900031565,0.21980260094751947,3.90581155796051,4.06019444865697
0.2051987174153328,0.21402408502905648,3.4825333114147186,3.6253549052100866,0.21104087036252023,0.21977435063640693,3.898772901248932,4.059153340351335
0.2047784478455782,0.21404371885908224,3.475409435892105,3.622409498103116,0.21057829174697398,0.21967068238848128,3.890766179227829,4.056123899196957
0.20455985594689846,0.21453665963028512,3.472162904214859,3.618881783127388,0.21019095753729344,0.2198067021357847,3.8869137207508087,4.053225144657141
0.2042778326123953,0.21458688607386348,3.4656927353858946,3.6165216558656548,0.20974243261814118,0.21958844555259113,3.8797130046367645,4.050696986732247
0.20399132965505123,0.2141245872038507,3.4619956593990326,3.6147503694383376,0.20949397751688958,0.21949976164262888,3.8754809710502625,4.048374717514139
0.20380501381754876,0.21386837706521802,3.4576826052665712,3.6125499802343963,0.20916880102455615,0.21930573320394536,3.8706564230918885,4.0457240896807924
0.20378880221247672,0.21342028838066313,3.4522686680793764,3.6108811603409676,0.20889325799047948,0.21905986026127802,3.8649507289886476,4.043361308203759
